Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Premiered,Broadcast,Themes,Demographics
Youjo Shachou,Cute Executive Officer,6.58,9349,6322,3,ONA,13,Finished Airing,01-Jan-21,"Magic Capsule,       Fabtone",Sentai Filmworks,Project No.9,Manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,10,,,Workplace,
Zhen Dao Ge: Chenshi Hang,,6.58,15035,6323,656,ONA,1,Finished Airing,01-Feb-22,Infinity Animations,"None found, add some","None found, add some",Unknown,"Action, Adventure",1 hr. 40 min.,PG-13 - Teens 13 or older,1,,,Martial Arts,
.hack//Liminality,,6.58,3837,6324,34,OVA,4,Finished Airing,"Jun 20, 2002 to Apr 10, 2003","Bandai Visual,       Bandai,       CyberConnect2",Bandai Entertainment,Bee Train,Original,Mystery,33 min. per ep.,PG-13 - Teens 13 or older,34,,,Video Game,
3 Choume no Tama: Uchi no Tama Shirimasen ka?,Tama of Third Street: Have You Seen My Tama?,6.58,10251,6325,2,TV,36,Finished Airing,"Nov 21, 1988 to Sep 25, 1994","Sony Music Entertainment,       Sony Creative Products","None found, add some",Group TAC,Other,Adventure,23 min. per ep.,G - All Ages,8,Fall 1988,Unknown,Pets,
Afternoon Class,,6.58,18434,6326,317,Movie,1,Finished Airing,31-Oct-15,"None found, add some","None found, add some","None found, add some",Original,Comedy,3 min.,PG-13 - Teens 13 or older,0,,,School,
Akai Koudan Zillion,Zillion,6.58,7842,6327,6,TV,31,Finished Airing,"Apr 12, 1987 to Dec 13, 1987","Victor Entertainment,       Yomiko Advertising,       Nippon Television Network,       Streamline Pictures",Funimation,Tatsunoko Production,Mixed media,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,23,Spring 1987,Unknown,Military,
Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,Cyber Team in Akihabara: 2011 Summer Vacations,6.58,10042,6328,3,Movie,1,Finished Airing,14-Aug-99,"GANSIS,       Audio Tanaka","None found, add some",Production I.G,Original,"Adventure, Comedy, Sci-Fi",1 hr.,PG-13 - Teens 13 or older,6,,,Mecha,
Asobot Senki Gokuu,Monkey Typhoon,6.58,9312,6329,3,TV,52,Finished Airing,"Oct 1, 2002 to Sep 30, 2003",TV Tokyo,"None found, add some",Studio Egg,Manga,"Action, Adventure, Comedy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,8,Fall 2002,Tuesdays at 18:30 (JST),,Shounen
B-Project: Kodou*Ambitious,,6.58,3246,6330,46,TV,12,Finished Airing,"Jul 3, 2016 to Sep 25, 2016","Aniplex,       Movic,       MAGES.,       Tokyo MX,       Hakuhodo DY Music & Pictures,       BS11,       Lawson,       ABC Animation,       Christmas Holly,       C-one","None found, add some",A-1 Pictures,Mixed media,,24 min. per ep.,PG-13 - Teens 13 or older,185,Summer 2016,Sundays at 00:30 (JST),"Idols (Male), Music",
Beyblade Burst,,6.58,3921,6331,32,TV,51,Finished Airing,"Apr 4, 2016 to Mar 27, 2017","TV Tokyo,       d-rights",ADK Emotions NY Inc.,OLM,Manga,"Adventure, Sci-Fi, Sports",24 min. per ep.,PG - Children,187,Spring 2016,Mondays at 17:55 (JST),,Kids
Carole & Tuesday: Gus to Roddy no Kaisouroku,,6.58,8406,6332,5,TV Special,1,Finished Airing,04-Jul-19,"None found, add some","None found, add some",Bones,Original,"Drama, Romance, Sci-Fi",22 min.,PG-13 - Teens 13 or older,5,,,Music,
Da Nao Tiangong,Uproar in Heaven,6.58,12932,6333,1,Movie,1,Finished Airing,1964,"None found, add some","None found, add some",Shanghai Animation Film Studio,Novel,Adventure,1 hr. 54 min.,G - All Ages,6,,,,
Darwin's Game: Log Line,,6.58,5078,6334,18,TV Special,1,Finished Airing,01-Feb-20,"None found, add some","None found, add some",Nexus,Manga,"Action, Mystery, Sci-Fi, Suspense",24 min.,R - 17+ (violence & profanity),29,,,"High Stakes Game, Super Power, Survival",Shounen
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Dragon Ball Z: The World's Strongest,6.58,1899,6335,115,Movie,1,Finished Airing,10-Mar-90,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",1 hr.,PG-13 - Teens 13 or older,33,,,,Shounen
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,Dragon Ball Z: Plan to Eradicate the Super Saiyans,6.58,3405,6336,43,OVA,1,Finished Airing,11-Nov-10,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Fantasy, Sci-Fi",30 min.,PG-13 - Teens 13 or older,14,,,"Martial Arts, Super Power",Shounen
Dragonaut: The Resonance,Dragonaut - The Resonance,6.58,2464,6337,77,TV,25,Finished Airing,"Oct 4, 2007 to Mar 27, 2008","Nihon Ad Systems,       Sotsu Music Publishing",Funimation,Gonzo,Original,"Action, Drama, Fantasy, Romance, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,118,Fall 2007,Unknown,Mecha,
Element Hunters,,6.58,5692,6338,13,TV,39,Finished Airing,"Jul 4, 2009 to Mar 27, 2010",NHK,"None found, add some","Heewon Entertainment,       NHK Enterprises",Original,Sci-Fi,24 min. per ep.,G - All Ages,20,Summer 2009,Saturdays at 18:00 (JST),,
Five Star Stories,The Five Star Stories,6.58,5566,6339,14,Movie,1,Finished Airing,11-Mar-89,Kadokawa Shoten,ADV Films,Sunrise,Manga,"Action, Drama, Fantasy, Sci-Fi",1 hr. 5 min.,R+ - Mild Nudity,48,,,Mecha,
Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,,6.58,7537,6340,6,Movie,1,Finished Airing,21-Nov-15,"None found, add some",Sentai Filmworks,Actas,Original,,3 min.,PG-13 - Teens 13 or older,11,,,"CGDCT, Military, School",
"Gon Movie: Gon, the Little Fox","Gon, the Little Fox",6.58,14146,6341,860,Movie,1,Finished Airing,28-Feb-20,"None found, add some","None found, add some",Tecarat,Book,Drama,28 min.,PG - Children,0,,,,
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,Grimgar: Staking Our Youths on the Bath Wall - One More Centimeter,6.58,2915,6342,57,Special,1,Finished Airing,16-Mar-16,"None found, add some",Funimation,A-1 Pictures,Light novel,Comedy,11 min.,PG-13 - Teens 13 or older,40,,,,
Happy☆Lesson: Hokahoka★Kanna to Futari Kiri,,6.58,9376,6343,3,TV Special,1,Finished Airing,2002,KSS,"None found, add some","None found, add some",Manga,"Comedy, Romance",25 min.,G - All Ages,0,,,Harem,
Honoo no Tenkousei,,6.58,7204,6344,7,OVA,2,Finished Airing,21-May-91,"Studio Fantasia,       Youmex,       Imagine","None found, add some",Gainax,Manga,"Comedy, Sports",23 min. per ep.,PG-13 - Teens 13 or older,14,,,"Combat Sports, Martial Arts, Parody, School",Shounen
Ai no Gakkou Cuore Monogatari,,6.57,10178,6345,2,TV,26,Finished Airing,"Apr 3, 1981 to Sep 25, 1981","Trans Arts,       Mainichi Broadcasting System","None found, add some",Nippon Animation,Novel,"Drama, Slice of Life",25 min. per ep.,G - All Ages,5,Spring 1981,Unknown,"Historical, School",
Alps no Shoujo Heidi: Alm no Yama-hen,,6.57,11260,6346,2,Movie,1,Finished Airing,21-Aug-96,"None found, add some","None found, add some",Nippon Animation,Unknown,Drama,1 hr. 28 min.,PG - Children,1,,,Historical,
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,The Heroic Legend of Arslan: Chapter of Reminiscence - The Blade to Retake the Kingdom,6.57,5606,6347,14,TV Special,1,Finished Airing,05-Jul-15,"Mainichi Broadcasting System,       Kodansha,       Magic Capsule,       Graphinica,       NBCUniversal Entertainment Japan",Funimation,"SANZIGEN,       LIDENFILMS",Manga,"Action, Adventure, Drama, Fantasy",24 min.,R - 17+ (violence & profanity),10,,,"Historical, Military",
Aru Machi Kado no Monogatari,Tales of the Street Corner,6.57,8687,6348,4,Movie,1,Finished Airing,05-Nov-62,"None found, add some","None found, add some",Mushi Production,Original,"Award Winning, Drama, Romance",39 min.,G - All Ages,9,,,Music,
Asobi ni Iku yo!,Cat Planet Cuties,6.57,1195,6349,202,TV,12,Finished Airing,"Jul 11, 2010 to Sep 26, 2010","AIC,       Lantis,       Media Factory,       Pony Canyon,       Rakuonsha,       AT-X,       KlockWorx,       Ryukyu Asahi Broadcasting",Funimation,AIC PLUS+,Light novel,"Comedy, Romance, Sci-Fi, Ecchi",24 min. per ep.,R+ - Mild Nudity,529,Summer 2010,Sundays at 01:58 (JST),Harem,
Bear Bear Bear Kuma!,,6.57,6765,6350,8,ONA,12,Finished Airing,"Oct 9, 2020 to Dec 25, 2020","Nippon Columbia,       Kanon Sound","None found, add some",EMT Squared,Light novel,Comedy,30 sec. per ep.,PG-13 - Teens 13 or older,22,,,Isekai,
Berserk 2nd Season,Berserk: Season II,6.57,1280,6351,188,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017","WOWOW,       Mainichi Broadcasting System,       Hakusensha,       Ultra Super Pictures,       LIDENFILMS,       NBCUniversal Entertainment Japan,       Lucent Pictures Entertainment,       Docomo Anime Store,       Koei Tecmo Games","Funimation,       Crunchyroll","Millepensee,       GEMBA",Manga,"Action, Adventure, Drama, Fantasy, Horror",24 min. per ep.,R - 17+ (violence & profanity),504,Spring 2017,Fridays at 22:30 (JST),"Gore, Military",Seinen
Betterman,,6.57,5348,6352,15,TV,26,Finished Airing,"Apr 2, 1999 to Oct 1, 1999","None found, add some","Bandai Entertainment,       Sentai Filmworks",Sunrise,Original,"Action, Adventure, Drama, Horror, Mystery, Sci-Fi",24 min. per ep.,R - 17+ (violence & profanity),84,Spring 1999,Fridays at 01:15 (JST),"Mecha, Psychological",
Bomberman B-Daman Bakugaiden,,6.57,9449,6353,3,TV,48,Finished Airing,"Feb 7, 1998 to Jan 31, 1999",Nagoya Broadcasting Network,"None found, add some",Madhouse,Game,"Comedy, Sci-Fi",24 min. per ep.,PG - Children,11,Winter 1998,Saturdays at 17:00 (JST),,
Cardfight!! Vanguard: will+Dress Season 3,,6.57,10093,6354,3,TV,13,Finished Airing,"Jul 8, 2023 to Oct 7, 2023",Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,Action,24 min. per ep.,PG-13 - Teens 13 or older,15,Summer 2023,Saturdays at 08:00 (JST),Strategy Game,
C³,C³ - CubexCursedxCurious,6.57,1354,6355,177,TV,12,Finished Airing,"Oct 1, 2011 to Dec 17, 2011",Starchild Records,Funimation,SILVER LINK.,Light novel,"Action, Comedy, Supernatural, Ecchi",24 min. per ep.,R - 17+ (violence & profanity),263,Fall 2011,Unknown,"Harem, School",
Comic Party,,6.57,4846,6356,20,TV,13,Finished Airing,"Apr 2, 2001 to Jun 25, 2001",KSS,"Nozomi Entertainment,       Discotek Media",OLM,Visual novel,"Comedy, Drama",24 min. per ep.,PG-13 - Teens 13 or older,34,Spring 2001,Unknown,Otaku Culture,
Da Zhu Zai,The Grand Lord,6.57,7478,6357,6,ONA,12,Finished Airing,"Aug 7, 2019 to Oct 17, 2019",iQIYI,"None found, add some","Foch Films,       TrioPen Studio",Web novel,"Action, Adventure, Fantasy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,21,,,"Historical, Martial Arts",
Dallyeola Hani,,6.57,13384,6358,1,TV,13,Finished Airing,"Aug 14, 1988 to Nov 20, 1988",KBS,"None found, add some",Daewon Media,Manga,Sports,28 min. per ep.,G - All Ages,2,Summer 1988,Unknown,,
Dirty Pair Flash,,6.57,6307,6359,10,OVA,6,Finished Airing,"Jan 21, 1994 to Jun 21, 1994","VAP,       Studio Jack","ADV Films,       Nozomi Entertainment",Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi, Ecchi",26 min. per ep.,PG-13 - Teens 13 or older,24,,,,
Dirty Pair Flash 2,,6.57,8553,6360,5,OVA,5,Finished Airing,"Jun 1, 1995 to Oct 1, 1995",VAP,"ADV Films,       Nozomi Entertainment",Sunrise,Light novel,"Action, Adventure, Comedy, Sci-Fi, Ecchi",27 min. per ep.,R+ - Mild Nudity,7,,,,
Doraemon and Itchy the Stray,,6.57,11457,6361,1,Special,1,Finished Airing,02-Jan-87,Asatsu DK,"None found, add some","None found, add some",Unknown,"Comedy, Sci-Fi",22 min.,PG - Children,1,,,,"KidsKids,         ShounenShounen"
eX-Driver the Movie,,6.57,8096,6362,5,Movie,1,Finished Airing,20-Apr-02,"Bandai Visual,       Dentsu,       Genco",Geneon Entertainment USA,Actas,Original,"Action, Adventure, Comedy, Sci-Fi",1 hr. 2 min.,PG-13 - Teens 13 or older,5,,,Racing,
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,Fate/Kaleid Liner Prisma Illya: Prisma★Phantasm,6.57,4757,6363,21,Movie,1,Finished Airing,14-Jun-19,"None found, add some",Sentai Filmworks,SILVER LINK.,Manga,"Action, Comedy",1 hr. 2 min.,PG-13 - Teens 13 or older,19,,,"Mahou Shoujo, Strategy Game",
Future Card Buddyfight Battsu,Future Card Buddyfight X,6.57,8638,6364,4,TV,52,Finished Airing,"Apr 1, 2017 to Mar 31, 2018","Dentsu,       Bushiroad,       TV Aichi","None found, add some","Xebec,       OLM",Card game,,23 min. per ep.,PG - Children,14,Spring 2017,Saturdays at 08:00 (JST),Strategy Game,
Gegege no Kitarou (1971),,6.57,9828,6365,3,TV,45,Finished Airing,"Oct 7, 1971 to Sep 28, 1972","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Supernatural",24 min. per ep.,G - All Ages,4,Fall 1971,Unknown,"Mythology, Super Power",
Getsuyoubi no Tawawa Specials,Tawawa on Monday Specials,6.57,3363,6366,44,Special,2,Finished Airing,29-Dec-16,"NBCUniversal Entertainment Japan,       i0+","None found, add some",PINE JAM,Other,"Slice of Life, Ecchi",5 min. per ep.,PG-13 - Teens 13 or older,37,,,,
Gift: Eternal Rainbow,,6.57,3964,6367,32,TV,12,Finished Airing,"Oct 6, 2006 to Dec 22, 2006",Studio Jack,"None found, add some",OLM,Visual novel,"Comedy, Drama, Romance",24 min. per ep.,PG-13 - Teens 13 or older,31,Fall 2006,Unknown,"Harem, School",
Grancrest Senki: Tsuisou,Record of Grancrest War Reminiscence,6.57,5973,6368,12,TV Special,1,Finished Airing,24-Mar-18,"Aniplex,       Bandai Namco Entertainment,       Good Smile Company,       BS11,       ABC Animation,       Kinoshita Group Holdings,       Kadokawa,       Cromea,       Sonilude",Aniplex of America,A-1 Pictures,Light novel,"Action, Drama, Fantasy, Gourmet",23 min.,R - 17+ (violence & profanity),8,,,Military,
Hanaukyou Maid-tai,,6.57,3916,6369,32,TV,12,Finished Airing,"Apr 13, 2001 to Jun 29, 2001",m.o.e.,"None found, add some",Daume,Manga,"Comedy, Romance, Ecchi",14 min. per ep.,R+ - Mild Nudity,42,Spring 2001,Unknown,Harem,Shounen
Hyakka Ryouran: Samurai Bride Specials,,6.57,5619,6370,14,Special,6,Finished Airing,"Jun 26, 2013 to Nov 27, 2013","Genco,       Lantis",Sentai Filmworks,Arms,Light novel,"Comedy, Ecchi",2 min. per ep.,R+ - Mild Nudity,6,,,,
I★Chu: Halfway Through the Idol,,6.57,5207,6371,17,TV,12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021","Half H.P Studio,       Twin Engine",Muse Communication,Lay-duce,Game,,24 min. per ep.,PG-13 - Teens 13 or older,117,Winter 2021,Wednesdays at 23:00 (JST),"Idols (Male), Music, School",
Ikkitousen: Shuugaku Toushi Keppuuroku,,6.57,4886,6372,20,OVA,1,Finished Airing,12-Nov-11,"Genco,       Media Factory,       AT-X,       Bushiroad,       Showgate",Funimation,Arms,Manga,"Action, Ecchi",43 min.,R+ - Mild Nudity,7,,,"Martial Arts, School, Super Power",Seinen
Joshikousei: Girl's High,High School Girls,6.57,3643,6373,38,TV,12,Finished Airing,"Apr 4, 2006 to Jun 20, 2006","Genco,       Showgate,       Futabasha,       Geneon Entertainment",Media Blasters,Arms,Manga,"Comedy, Ecchi",24 min. per ep.,PG-13 - Teens 13 or older,74,Spring 2006,Tuesdays at 01:30 (JST),School,Seinen
Kage kara Mamoru!,Guardian Ninja Mamoru,6.57,4309,6374,26,TV,12,Finished Airing,"Jan 8, 2006 to Mar 26, 2006","Aniplex,       Studio Tulip,       Tohokushinsha Film Corporation",Sentai Filmworks,Group TAC,Light novel,"Comedy, Romance",24 min. per ep.,PG-13 - Teens 13 or older,29,Winter 2006,Sundays at 02:50 (JST),,
Kaguya-hime,,6.57,10984,6375,2,Movie,1,Finished Airing,1961,Gakken Eigakyoku,"None found, add some","None found, add some",Unknown,,26 min.,G - All Ages,6,,,Historical,Kids
Koharu Biyori,Indian Summer,6.57,4742,6376,21,OVA,3,Finished Airing,"Oct 15, 2007 to Mar 10, 2008","AT-X,       ASCII Media Works,       Showgate,       Geneon Entertainment","ADV Films,       Sentai Filmworks",Daume,Manga,"Comedy, Sci-Fi, Ecchi",30 min. per ep.,R+ - Mild Nudity,25,,,,
Konpeki no Kantai,,6.57,9867,6377,3,OVA,32,Finished Airing,"Dec 24, 1993 to Aug 22, 2003",Tokuma Shoten,"None found, add some",J.C.Staff,Novel,"Action, Drama",40 min. per ep.,PG-13 - Teens 13 or older,12,,,"Historical, Military",
Kyou no Asuka Show,Today's Asuka Show,6.57,3197,6378,48,ONA,20,Finished Airing,"Aug 3, 2012 to Jan 5, 2013","Lantis,       Half H.P Studio","None found, add some",SILVER LINK.,Manga,"Comedy, Ecchi",3 min. per ep.,PG-13 - Teens 13 or older,67,,,,Seinen
"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",Masamune-kun's Revenge OVA,6.57,1880,6379,116,OVA,1,Finished Airing,27-Jul-18,"Sotsu,       Lantis,       AT-X,       KlockWorx,       BS Fuji,       Tokyo MX,       Ichijinsha,       FuRyu,       Crunchyroll SC Anime Fund","None found, add some",SILVER LINK.,Manga,"Comedy, Romance",23 min.,PG-13 - Teens 13 or older,109,,,"Harem, School",Shounen
"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,6.57,9017,6380,4,Special,1,Finished Airing,15-May-17,"Genco,       Exit Tunes,       Duckbill Entertainment,       Shanghai Tiantan Culture & Media,       NADA Holdings,       My Theater D.D.","None found, add some","J.C.Staff,       A.C.G.T.",Manga,Sports,23 min.,PG-13 - Teens 13 or older,1,,,"CGDCT, School",Shounen
Mokei Senshi Gunpla Builders Beginning G,,6.57,8073,6381,5,Special,3,Finished Airing,"Aug 15, 2010 to Dec 19, 2010","None found, add some",Nozomi Entertainment,Sunrise,Original,"Action, Sci-Fi",13 min. per ep.,G - All Ages,2,,,Mecha,
Mushi-Uta,,6.57,5184,6382,17,TV,12,Finished Airing,"Jul 6, 2007 to Oct 5, 2007","WOWOW,       Kadokawa Shoten,       Broccoli,       Studio Tulip,       Rakuonsha,       Zexcs","None found, add some",Beat Frog,Light novel,"Action, Fantasy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,29,Summer 2007,Unknown,,
Nanaka 6/17,,6.57,6455,6383,9,TV,12,Finished Airing,"Jan 9, 2003 to Mar 27, 2003",Genco,ADV Films,J.C.Staff,Manga,"Comedy, Drama, Romance",25 min. per ep.,PG-13 - Teens 13 or older,13,Winter 2003,Thursdays at 02:35 (JST),,Shounen
Nanaka 6/17 Special,Nanaka the Distraction,6.57,11193,6384,2,Special,1,Finished Airing,17-Jun-03,Genco,ADV Films,J.C.Staff,Manga,"Comedy, Drama, Romance",25 min.,PG-13 - Teens 13 or older,3,,,,Shounen
Nanatsu no Maken ga Shihai suru,Reign of the Seven Spellblades,6.57,1566,6385,147,TV,15,Finished Airing,"Jul 8, 2023 to Oct 14, 2023","Sotsu,       Movic,       Warner Bros. Japan,       KlockWorx,       Tokyo MX,       BS11,       Konami Digital Entertainment,       Kadokawa,       Bandai Namco Music Live","None found, add some",J.C.Staff,Light novel,"Action, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,778,Summer 2023,Saturdays at 00:30 (JST),School,
Naruto: Akaki Yotsuba no Clover wo Sagase,Naruto: Find the Crimson Four-leaf Clover!,6.57,2286,6386,87,Special,1,Finished Airing,24-May-03,"None found, add some","None found, add some",Pierrot,Manga,"Adventure, Comedy",17 min.,PG-13 - Teens 13 or older,89,,,,Shounen
Ojisan to Marshmallow,Ojisan and Marshmallow,6.57,2656,6387,68,TV,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016","DAX Production,       Dream Creation","None found, add some",Creators in Pack,Web manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,87,Winter 2016,Fridays at 01:00 (JST),"Adult Cast, Romantic Subtext, Workplace",
Okusama ga Seitokaichou!+!,My Wife is the Student Council President!+,6.57,1382,6388,171,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016","DAX Production,       Dream Creation,       Studio CHANT","None found, add some",Seven,Manga,"Comedy, Romance, Ecchi",8 min. per ep.,R+ - Mild Nudity,130,Fall 2016,Sundays at 22:30 (JST),School,Shounen
Omishi Mahou Gekijou: Risky★Safety,,6.57,8761,6389,4,TV,24,Finished Airing,"Oct 5, 1999 to Apr 4, 2000",Pony Canyon,AN Entertainment,APPP,Manga,Comedy,10 min. per ep.,PG - Children,5,Fall 1999,Tuesdays at 19:00 (JST),,Shounen
One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,One Piece: Recapping Fierce Fights! Zoro vs. a Lead Performer!,6.57,9965,6390,3,TV Special,1,Finished Airing,14-May-23,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",24 min.,PG-13 - Teens 13 or older,1,,,,Shounen
Palme no Ki,A Tree of Palme,6.57,6860,6391,8,Movie,1,Finished Airing,16-Mar-02,"Genco,       Kadokawa Shoten",ADV Films,Palm Studio,Unknown,"Adventure, Drama, Fantasy, Romance",2 hr. 16 min.,PG-13 - Teens 13 or older,26,,,,
Sangokushi: Dai San Bu - Harukanaru Taichi,,6.57,14650,6392,735,Movie,1,Finished Airing,09-Apr-94,Shinano Kikaku,"None found, add some",Toei Animation,Novel,Action,2 hr. 27 min.,PG-13 - Teens 13 or older,1,,,Historical,
Sasami: Mahou Shoujo Club,Sasami Magical Girls Club,6.57,6802,6393,8,TV,13,Finished Airing,"Apr 13, 2006 to Jul 13, 2006","VAP,       AIC,       BeSTACK",Funimation,AIC Spirits,Unknown,Fantasy,25 min. per ep.,PG - Children,16,Spring 2006,Unknown,"Mahou Shoujo, School",
